Date,Title,Ticker,Article URL
2021-11-21 21:27:00, Ding Lei: New Ultra-Futuristic HiPhi Z from Human Horizons is Pushing Auto Industry Standards,,https://www.prnewswire.com/news-releases/ding-lei-new-ultra-futuristic-hiphi-z-from-human-horizons-is-pushing-auto-industry-standards-301429645.html
2021-11-21 21:15:00," Pace raises USD40 million Series A funding from Pan-Asian group of investors from Singapore, Japan, Korea, China Taiwan and Indonesia",,https://www.prnewswire.com/news-releases/pace-raises-usd40-million-series-a-funding-from-pan-asian-group-of-investors-from-singapore-japan-korea-china-taiwan-and-indonesia-301429618.html
2021-11-21 20:53:00, Lanvin Group Unveils New Brand Identity,,https://www.prnewswire.com/news-releases/lanvin-group-unveils-new-brand-identity-301429636.html
2021-11-21 20:41:00, Aston Martin Vantage mit BAPE+GEEKVAPE-Beschichtung macht sich bereit für den Macau Grand Prix,,https://www.prnewswire.com/news-releases/aston-martin-vantage-mit-bape-geekvape-beschichtung-macht-sich-bereit-fur-den-macau-grand-prix-802103413.html
2021-11-21 20:34:00," New Models, New Energy | GAC at the Auto Guangzhou 2021",,https://www.prnewswire.com/news-releases/new-models-new-energy--gac-at-the-auto-guangzhou-2021-301429632.html
2021-11-21 20:00:00," ""Life's Good Film"" Applauded, Recognized at International Film Festivals",,https://www.prnewswire.com/news-releases/lifes-good-film-applauded-recognized-at-international-film-festivals-301428957.html
2021-11-21 19:02:00," Atari (ATRI), um projeto de jogo de marca bem conhecido, será lançado na MEXC Global em 20 de novembro",,https://www.prnewswire.com/news-releases/atari-atri-um-projeto-de-jogo-de-marca-bem-conhecido-sera-lancado-na-mexc-global-em-20-de-novembro-841048331.html
2021-11-21 19:00:00, Innovent Releases the ORIENT-31 Phase 3 Study First Interim Analysis Results of Sintilimab plus BYVASDA (bevacizumab biosimilar injection) and Chemotherapy in Patients with EGFR-mutated Nonsquamous Non-small Cell Lung Cancer who Progressed After EGFR-TKI Therapy at ESMO Virtual Plenary 2021,,https://www.prnewswire.com/news-releases/innovent-releases-the-orient-31-phase-3-study-first-interim-analysis-results-of-sintilimab-plus-byvasda-bevacizumab-biosimilar-injection-and-chemotherapy-in-patients-with-egfr-mutated-nonsquamous-non-small-cell-lung-cancer-who-p-301429490.html
2021-11-21 19:00:00, Innovent Announces Inclusion of the Company's Stock (01801.HK) in the Hang Seng China Enterprises Index,,https://www.prnewswire.com/news-releases/innovent-announces-inclusion-of-the-companys-stock-01801hk-in-the-hang-seng-china-enterprises-index-301429551.html
2021-11-21 18:15:00," Toyota Motor Credit Corporation to Provide Consumer Financing Solutions for Great American Outdoors Group, Parent Company of Bass Pro Shops, Cabela's and White River Marine Group",,https://www.prnewswire.com/news-releases/toyota-motor-credit-corporation-to-provide-consumer-financing-solutions-for-great-american-outdoors-group-parent-company-of-bass-pro-shops-cabelas-and-white-river-marine-group-301429510.html
2021-11-21 17:55:00," CrossCountry Mortgage Donates $100,000 to Milan Edison High School in Memory of U.S. Navy Corpsman Maxton Soviak",,https://www.prnewswire.com/news-releases/crosscountry-mortgage-donates-100-000-to-milan-edison-high-school-in-memory-of-us-navy-corpsman-maxton-soviak-301429606.html
2021-11-21 16:00:00, Nieuw Statendam Returns to South Florida Cruising Today and Marks Holland America Line's Fifth Ship to Reenter Service,CCL,https://www.prnewswire.com/news-releases/nieuw-statendam-returns-to-south-florida-cruising-today-and-marks-holland-america-lines-fifth-ship-to-reenter-service-301429595.html
2021-11-21 14:15:00," ROSEN, RESPECTED INVESTOR COUNSEL, Encourages Höegh LNG Partners LP Investors to Secure Counsel Before Important December 27 Deadline in First Filed Securities Class Action Commenced by the Firm - HMLP",HMLP,https://www.prnewswire.com/news-releases/rosen-respected-investor-counsel-encourages-hoegh-lng-partners-lp-investors-to-secure-counsel-before-important-december-27-deadline-in-first-filed-securities-class-action-commenced-by-the-firm--hmlp-301429465.html
2021-11-21 13:30:00, Los ganadores del Premio Tang se refieren a la búsqueda de justicia ambiental y judicial a través de litigios de interés público,,https://www.prnewswire.com/news-releases/los-ganadores-del-premio-tang-se-refieren-a-la-busqueda-de-justicia-ambiental-y-judicial-a-traves-de-litigios-de-interes-publico-887467645.html
2021-11-21 13:13:00," USD 116 Billion Growth expected in Social Media Marketing Services Market by 2024 | 1,200+ Sourcing and Procurement Report | SpendEdge",,https://www.prnewswire.com/news-releases/usd-116-billion-growth-expected-in-social-media-marketing-services-market-by-2024--1-200-sourcing-and-procurement-report--spendedge-301425817.html
2021-11-21 11:30:00," HYZN FINAL DEADLINE: ROSEN, SKILLED INVESTOR COUNSEL, Encourages Hyzon Motors Inc. f/k/a Decarbonization Plus Acquisition Corporation Investors with Losses Over $100K to Secure Counsel Before Important November 29 Deadline in Securities Class Action - HYZN, HYZNW, DCRB, DCRBW, DCRBU",HYZN,https://www.prnewswire.com/news-releases/hyzn-final-deadline-rosen-skilled-investor-counsel-encourages-hyzon-motors-inc-fka-decarbonization-plus-acquisition-corporation-investors-with-losses-over-100k-to-secure-counsel-before-important-november-29-deadline-in-secu-301429464.html
2021-11-21 11:00:00, Tang Prize Laureates on Seeking Environmental and Judicial Justice through Public Interest Litigation,,https://www.prnewswire.com/news-releases/tang-prize-laureates-on-seeking-environmental-and-judicial-justice-through-public-interest-litigation-301428819.html
2021-11-21 10:00:00," Important December 20, 2021 Deadline Reminder: Kessler Topaz Meltzer & Check, LLP Reminds Gaotu Techedu Inc. Investors of Securities Fraud Class Action Lawsuit",GOTU,https://www.prnewswire.com/news-releases/important-december-20-2021-deadline-reminder--kessler-topaz-meltzer--check-llp-reminds-gaotu-techedu-inc-investors-of-securities-fraud-class-action-lawsuit-301429443.html
2021-11-21 08:30:00, Global Industrial Fasteners Market Sourcing and Procurement Intelligence Report| Top Spending Regions and Market Price Trends| SpendEdge,,https://www.prnewswire.com/news-releases/global-industrial-fasteners-market-sourcing-and-procurement-intelligence-report-top-spending-regions-and-market-price-trends-spendedge-301425793.html
2021-11-21 08:00:00, Global Finance leaders from 41 different countries in Abu Dhabi for the fifth edition of ADGM's Fintech Abu Dhabi Festival,,https://www.prnewswire.com/news-releases/global-finance-leaders-from-41-different-countries-in-abu-dhabi-for-the-fifth-edition-of-adgms-fintech-abu-dhabi-festival-301429568.html
2021-11-21 07:50:00, Global Finance leaders from 41 different countries in Abu Dhabi for the fifth edition of ADGM's Fintech Abu Dhabi Festival,,https://www.prnewswire.com/news-releases/global-finance-leaders-from-41-different-countries-in-abu-dhabi-for-the-fifth-edition-of-adgms-fintech-abu-dhabi-festival-301429566.html
2021-11-21 04:02:00, CStone Pharmaceuticals and Jiangsu Hengrui Pharmaceuticals announce strategic partnership and exclusive licensing agreement on anti-CTLA-4 monoclonal antibody CS1002 in Greater China,,https://www.prnewswire.com/news-releases/cstone-pharmaceuticals-and-jiangsu-hengrui-pharmaceuticals-announce-strategic-partnership-and-exclusive-licensing-agreement-on-anti-ctla-4-monoclonal-antibody-cs1002-in-greater-china-301429555.html
2021-11-21 03:00:00, Hisense célèbre la Coupe du Monde de la FIFA 2022™ à un an de l'événement avec la campagne « Too Big To Miss » (trop important pour être manqué),,https://www.prnewswire.com/news-releases/hisense-celebre-la-coupe-du-monde-de-la-fifa-2022-tm-a-un-an-de-l-evenement-avec-la-campagne-too-big-to-miss-trop-important-pour-etre-manque--889356117.html
2021-11-21 03:00:00," Hisense feiert die FIFA Fussball-Weltmeisterschaft 2022™ ein Jahr vor dem Start mit einer „Too Big To Miss""-Kampagne",,https://www.prnewswire.com/news-releases/hisense-feiert-die-fifa-fussball-weltmeisterschaft-2022-tm-ein-jahr-vor-dem-start-mit-einer-too-big-to-miss-kampagne-827918484.html
2021-11-21 03:00:00, Hisense celebra que falta un año para la FIFA World Cup 2022™ con una campaña,,https://www.prnewswire.com/news-releases/hisense-celebra-que-falta-un-ano-para-la-fifa-world-cup-2022-tm-con-una-campana-854850393.html
2021-11-21 03:00:00," Hisense celebra la cuenta regresiva de un año para la Copa Mundial de la FIFA 2022™ con la campaña ""Too Big to Miss""",,https://www.prnewswire.com/news-releases/hisense-celebra-la-cuenta-regresiva-de-un-ano-para-la-copa-mundial-de-la-fifa-2022-tm-con-la-campana-too-big-to-miss--895260004.html
2021-11-21 00:30:00," Jazeera Green Silk Flexy, New all-in-one product launch for all ceiling finishes by Jazeera Paints",,https://www.prnewswire.com/news-releases/jazeera-green-silk-flexy-new-all-in-one-product-launch-for-all-ceiling-finishes-by-jazeera-paints-301426489.html
2021-11-21 00:00:00, Laureados com o Tang Prize buscam justiça ambiental e judicial por meio de litígios de interesse público,,https://www.prnewswire.com/news-releases/laureados-com-o-tang-prize-buscam-justica-ambiental-e-judicial-por-meio-de-litigios-de-interesse-publico-890939174.html
2021-11-20 23:16:00, L'Aston Martin Vantage parée du revêtement BAPE+GEEKVAPE se prépare pour le Grand Prix de Macao,,https://www.prnewswire.com/news-releases/l-aston-martin-vantage-paree-du-revetement-bape-geekvape-se-prepare-pour-le-grand-prix-de-macao-882395534.html
2021-11-20 22:20:00, La confiance des investisseurs d'Icon Group permettra de conduire la prochaine phase de croissance mondiale grâce à l'investissement d'EQT Infrastructure,GS,https://www.prnewswire.com/news-releases/la-confiance-des-investisseurs-d-icon-group-permettra-de-conduire-la-prochaine-phase-de-croissance-mondiale-grace-a-l-investissement-d-eqt-infrastructure-857246998.html
2021-11-20 22:17:00, Investoren zeigen Vertrauen in die Icon Group und unterstützen die nächste Phase des internationalen Wachstums mit Investition von EQT Infrastructure,GS,https://www.prnewswire.com/news-releases/investoren-zeigen-vertrauen-in-die-icon-group-und-unterstutzen-die-nachste-phase-des-internationalen-wachstums-mit-investition-von-eqt-infrastructure-888882855.html
2021-11-20 22:16:00, Beleggingsvertrouwen in Icon Group om de volgende fase van wereldwijde groei te stimuleren met EQT-investeringen in infrastructuur,GS,https://www.prnewswire.com/news-releases/beleggingsvertrouwen-in-icon-group-om-de-volgende-fase-van-wereldwijde-groei-te-stimuleren-met-eqt-investeringen-in-infrastructuur-851011197.html
2021-11-20 22:11:00, Мировая премьера бренда SALOON: GWM в центре внимания на Auto Guangzhou (GIAE) 2021,,https://www.prnewswire.com/news-releases/mirovaia-prem-era-brenda-saloon-gwm-v-tsentre-vnimaniia-na-auto-guangzhou-giae-2021-840699729.html
2021-11-20 22:08:00, Estreia global da marca SALOON - A GWM se torna o foco da Auto Guangzhou (GIAE) de 2021,,https://www.prnewswire.com/news-releases/estreia-global-da-marca-saloon-a-gwm-se-torna-o-foco-da-auto-guangzhou-giae-de-2021-876264919.html
2021-11-20 22:01:00, Globální premiéra značky SALOON - společnost GWM se stala středem pozornosti na veletrhu Auto Guangzhou (GIAE) 2021,,https://www.prnewswire.com/news-releases/globalni-premiera-znacky-saloon-spolecnost-gwm-se-stala-stredem-pozornosti-na-veletrhu-auto-guangzhou-giae-2021-860838926.html
2021-11-20 21:56:00, Lancement mondial de la marque SALOON - GWM devient le point de mire du salon Auto Guangzhou (GIAE) 2021,,https://www.prnewswire.com/news-releases/lancement-mondial-de-la-marque-saloon-gwm-devient-le-point-de-mire-du-salon-auto-guangzhou-giae-2021-848291361.html
2021-11-20 21:53:00, Weltpremiere der Marke SALOON - GWM wird zum Mittelpunkt der Auto Guangzhou (GIAE) 2021,,https://www.prnewswire.com/news-releases/weltpremiere-der-marke-saloon-gwm-wird-zum-mittelpunkt-der-auto-guangzhou-giae-2021-841987022.html
2021-11-20 21:48:00, Svetová premiéra značky SALOON - GWM sa stáva stredobodom záujmu na výstave Auto Guangzhou (GIAE) 2021,,https://www.prnewswire.com/news-releases/svetova-premiera-znacky-saloon-gwm-sa-stava-stredobodom-zaujmu-na-vystave-auto-guangzhou-giae-2021-849220050.html
2021-11-20 21:00:00," Tang Prize Laureate Jane Goodall's Three Reasons for Hope: Young People, Amazing Human Intellect, and Nature's Resilience",,https://www.prnewswire.com/news-releases/tang-prize-laureate-jane-goodalls-three-reasons-for-hope-young-people-amazing-human-intellect-and-natures-resilience-301426380.html
2021-11-20 19:49:00, Nestle Health Science Partners with Healint to Initiate a Fully Virtual Study on Ketogenic Treatment for Migraines,,https://www.prnewswire.com/news-releases/nestle-health-science-partners-with-healint-to-initiate-a-fully-virtual-study-on-ketogenic-treatment-for-migraines-301429542.html
2021-11-20 18:13:00," NVAX ALERT: Novavax, Inc. Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit",NVAX,https://www.prnewswire.com/news-releases/nvax-alert-novavax-inc-investors-with-substantial-losses-have-opportunity-to-lead-class-action-lawsuit-301429459.html
2021-11-20 18:05:00, ZME DEADLINE: Robbins Geller Rudman & Dowd LLP Files Class Action Suit Against Zhangmen Education Inc. and Announces Opportunity for Investors with Substantial Losses to Lead Case,ZME,https://www.prnewswire.com/news-releases/zme-deadline-robbins-geller-rudman--dowd-llp-files-class-action-suit-against-zhangmen-education-inc-and-announces-opportunity-for-investors-with-substantial-losses-to-lead-case-301429461.html
2021-11-20 17:15:00, Honda Ridgeline Off-Road Race Truck Wins Baja 1000,,https://www.prnewswire.com/news-releases/honda-ridgeline-off-road-race-truck-wins-baja-1000-301429533.html
2021-11-20 17:00:00, The Yellow Mountains Of Huangshan Gets The Spotlight As First US-China Major Tourism Event Returns Since The Pandemic,,https://www.prnewswire.com/news-releases/the-yellow-mountains-of-huangshan-gets-the-spotlight-as-first-us-china-major-tourism-event-returns-since-the-pandemic-301429531.html
2021-11-20 15:20:00, La coopération financière entre la Chine et Singapour partage ses avantages avec le monde entier,,https://www.prnewswire.com/news-releases/la-cooperation-financiere-entre-la-chine-et-singapour-partage-ses-avantages-avec-le-monde-entier-807878289.html
2021-11-20 15:14:00, SUPERSOCO achève la construction de son siège mondial et dévoile sa stratégie de plateforme industrielle,,https://www.prnewswire.com/news-releases/supersoco-acheve-la-construction-de-son-siege-mondial-et-devoile-sa-strategie-de-plateforme-industrielle-823842943.html
2021-11-20 14:57:00," Le nombre de nominations de PDG atteint des niveaux records, dépassant les sommets pré-pandémiques selon le rapport 2021 Route to The Top de Heidrick & Struggles",HSII,https://www.prnewswire.com/news-releases/le-nombre-de-nominations-de-pdg-atteint-des-niveaux-records-depassant-les-sommets-pre-pandemiques-selon-le-rapport-2021-route-to-the-top-de-heidrick-amp-struggles-834213333.html
2021-11-20 14:53:00," APPH DEADLINE ALERT: ROSEN, GLOBAL INVESTOR COUNSEL, Encourages AppHarvest, Inc. Investors with Losses to Secure Counsel Before Important Tuesday Deadline in Securities Class Action - APPH",APPH,https://www.prnewswire.com/news-releases/apph-deadline-alert-rosen-global-investor-counsel-encourages-appharvest-inc-investors-with-losses-to-secure-counsel-before-important-tuesday-deadline-in-securities-class-action--apph-301429520.html
2021-11-20 14:35:00, CATL und ZF bündeln ihre Kräfte für einen optimalen Aftermarket-Service im Bereich E-Mobilität und Energiespeicherung,,https://www.prnewswire.com/news-releases/catl-und-zf-bundeln-ihre-krafte-fur-einen-optimalen-aftermarket-service-im-bereich-e-mobilitat-und-energiespeicherung-842793543.html
2021-11-20 14:00:00," ROSEN, A LEADING LAW FIRM, Encourages Tenet Fintech Group Inc. f/k/a Peak Fintech Group Inc. Investors with Losses Over $100K to Secure Counsel Before Important January 18 Deadline in First Filed Securities Class Action Commenced by the Firm - PKKFF, TNT",TNT,https://www.prnewswire.com/news-releases/rosen-a-leading-law-firm-encourages-tenet-fintech-group-inc-fka-peak-fintech-group-inc-investors-with-losses-over-100k-to-secure-counsel-before-important-january-18-deadline-in-first-filed-securities-class-action-commenced--301429519.html
2021-11-20 12:54:00, El Kia Telluride se integra en la lista 10Best 2022 de Car and Driver,,https://www.prnewswire.com/news-releases/el-kia-telluride-se-integra-en-la-lista-10best-2022-de-car-and-driver-884855402.html
2021-11-20 12:48:00, El nuevo Kia EV6 totalmente eléctrico se lleva el título Guinness World Records™ por viaje en los Estados Unidos,,https://www.prnewswire.com/news-releases/el-nuevo-kia-ev6-totalmente-electrico-se-lleva-el-titulo-guinness-world-records-tm-por-viaje-en-los-estados-unidos-800106594.html
2021-11-20 12:43:00, Kia America nos acerca el futuro en el Salón del Automóvil de Los Ángeles,,https://www.prnewswire.com/news-releases/kia-america-nos-acerca-el-futuro-en-el-salon-del-automovil-de-los-angeles-844943572.html
2021-11-20 12:38:00, El nuevo Kia Sportage Hybrid 2023 debuta en Los Angeles Auto Show,,https://www.prnewswire.com/news-releases/el-nuevo-kia-sportage-hybrid-2023-debuta-en-los-angeles-auto-show-858059625.html
2021-11-20 12:00:00, The World's First Ever Mummy-themed NFT Overcome Two Major Setbacks and Unlocked New Heights within its First 100 Days in the NFT World,,https://www.prnewswire.com/news-releases/the-worlds-first-ever-mummy-themed-nft-overcome-two-major-setbacks-and-unlocked-new-heights-within-its-first-100-days-in-the-nft-world-301428288.html
2021-11-20 10:54:00," Investigation Alert: Did You Lose Money on Your Investment? Johnson Fistel, LLP Encourages Investors to Contact the Firm",ORGO,https://www.prnewswire.com/news-releases/investigation-alert-did-you-lose-money-on-your-investment-johnson-fistel-llp-encourages-investors-to-contact-the-firm-301429516.html
2021-11-20 10:37:00," Disney Parks, Experiences and Products Finds Innovative Ways to Connect Guests to Beloved Stories in 2022 and Beyond",,https://www.prnewswire.com/news-releases/disney-parks-experiences-and-products-finds-innovative-ways-to-connect-guests-to-beloved-stories-in-2022-and-beyond-301429515.html
2021-11-20 10:00:00, Epoch-Making Ultra-portable And Thinnest Smart Laser Projector With ALPD® Technology Debut On Indiegogo,,https://www.prnewswire.com/news-releases/epoch-making-ultra-portable-and-thinnest-smart-laser-projector-with-alpd-technology--debut-on-indiegogo-301429497.html
2021-11-20 09:57:00," Did You Purchase Stock Between March 22, 2021 and March 29, 2021? Johnson Fistel Investigates Goldman Sachs and Morgan Stanley on Behalf of Investors for Insider Trading",BIDU,https://www.prnewswire.com/news-releases/did-you-purchase-stock-between-march-22-2021-and-march-29-2021-johnson-fistel-investigates-goldman-sachs-and-morgan-stanley-on-behalf-of-investors-for-insider-trading-301429514.html
2021-11-20 09:30:00," LEAD PLAINTIFF DEADLINE: Johnson Fistel, LLP Encourages Investors With Substantial Losses to Contact the Firm",NNOX,https://www.prnewswire.com/news-releases/lead-plaintiff-deadline-johnson-fistel-llp-encourages-investors-with-substantial-losses-to-contact-the-firm-301429511.html
2021-11-20 09:30:00, Legal Services Sourcing and Procurement Market during 2020-2024| COVID-19 Impact & Recovery Analysis | SpendEdge,,https://www.prnewswire.com/news-releases/legal-services-sourcing-and-procurement-market-during-2020-2024-covid-19-impact--recovery-analysis--spendedge-301425808.html
2021-11-20 07:07:00, How a Waste Broker Can Improve and Streamline a Business' Recycling and Waste Processes,,https://www.prnewswire.com/news-releases/how-a-waste-broker-can-improve-and-streamline-a-business-recycling-and-waste-processes-301427764.html
2021-11-20 05:00:00, Gavi dei Gavi La Scolca Life Style Generation,,https://www.prnewswire.com/news-releases/gavi-dei-gavi-la-scolca-life-style-generation-301428718.html
2021-11-20 04:30:00, Tijdens Black Friday - Het Grootste Online Verkoop van Eskute E-Bike!,,https://www.prnewswire.com/news-releases/tijdens-black-friday-het-grootste-online-verkoop-van-eskute-e-bike--812022155.html
2021-11-20 04:30:00," Questo Venerdì Nero, ESKUTE lancia la sua più grande vendita di sempre sulle bici elettriche più vendute",,https://www.prnewswire.com/news-releases/questo-venerdi-nero-eskute-lancia-la-sua-piu-grande-vendita-di-sempre-sulle-bici-elettriche-piu-vendute-843425806.html
2021-11-20 04:30:00," Ce Black Friday, Eskute lance sa plus grande vente jamais réalisée sur les vélos électriques les plus vendus",,https://www.prnewswire.com/news-releases/ce-black-friday-eskute-lance-sa-plus-grande-vente-jamais-realisee-sur-les-velos-electriques-les-plus-vendus-821286392.html
2021-11-20 04:30:00," En el Black Friday, Eskute lanzará su mayor promoción en la bicicleta eléctrica más vendida",,https://www.prnewswire.com/news-releases/en-el-black-friday-eskute-lanzara-su-mayor-promocion-en-la-bicicleta-electrica-mas-vendida-828641094.html
